0,1612.065186,0
93.09770919,1606.828979,0
186.1954184,1601.873413,0
279.2931276,1595.429932,0
372.3908367,1582.818848,0
465.4885459,1570.430298,0
558.5862551,1569.283936,0
651.6839643,1564.420532,0
744.7816735,1558.195923,0
837.8793827,1546.854248,0
930.9770919,1543.659546,0
1024.074801,1540.036011,0
1117.17251,1531.459961,0
1210.270219,1536.958374,0
1303.367929,1543.541382,0
1396.465638,1550.50415,0
1489.563347,1571.10144,0
1582.661056,1603.036133,0
1675.758765,1632.308228,0
1768.856475,1641.10376,0
1861.954184,1625.359619,0
1955.051893,1614.106689,0
2048.149602,1617.501709,0
2141.247311,1631.435059,0
2234.34502,1646.619141,0
2327.44273,1658.684448,0
2420.540439,1668.430542,0
2513.638148,1678.370972,0
2606.735857,1694.399658,0
2699.833566,1714.681641,0
2792.931276,1734.58252,0
2886.028985,1757.703613,0
2979.126694,1778.860107,0
3072.224403,1806.557129,0
3165.322112,1838.915161,0
3258.419822,1868.946655,0
3351.517531,1893.514526,0
3444.61524,1923.730225,0
3537.712949,1954.075073,0
3630.810658,1981.848267,0
3723.908367,2013.417236,0
3817.006077,2055.166992,0
3910.103786,2105.164551,0
4003.201495,2158.009521,0
4096.299204,2201.468018,0
4189.396913,2249.702148,0
4282.494623,2298.191895,0
4375.592332,2347.634277,0
4468.690041,2388.92627,0
4561.78775,2392.114258,0
4654.885459,2357.961182,0
4747.983169,2371.029541,0
4841.080878,2402.643799,0
4934.178587,2446.446045,0
5027.276296,2491.053467,0
5120.374005,2467.900879,0
5213.471714,2459.309082,0
5306.569424,2471.672119,0
5399.667133,2515.636963,0
5492.764842,2540.219971,0
5585.862551,2484.148926,0
5678.96026,2409.312988,0
5772.05797,2336.078613,0
5865.155679,2274.081299,0
5958.253388,2223.352295,0
6051.351097,2166.788574,0
6144.448806,2118.738037,0
6237.546515,2067.248779,0
6330.644225,2002.826538,0
6423.741934,1961.618408,0
6516.839643,1949.903809,0
6609.937352,1956.447632,0
6703.035061,1979.078613,0
6796.132771,2030.279907,0
6889.23048,2084.403809,0
6982.328189,2119.603516,0
7075.425898,2149.054688,0
7168.523607,2188.397949,0
7261.621317,2211.793457,0
7354.719026,2222.44458,0
7447.816735,2242.282227,0
7540.914444,2266.298096,0
7634.012153,2288.53125,0
7727.109862,2300.083008,0
7820.207572,2306.386719,0
7913.305281,2315.5896,0
8006.40299,2327.638428,0
8099.500699,2345.518799,0
8192.598408,2365.26001,0
8285.696118,2386.405029,0
8378.793827,2408.046387,0
8471.891536,2440.55127,0
8564.989245,2461.404297,0
8658.086954,2478.080566,0
8751.184664,2493.441895,0
8844.282373,2441.657227,0
8937.380082,2371.71875,0
9030.477791,2316.037842,0
9123.5755,2262.919434,0
9216.673209,2209.954346,0
9309.770919,2153.699951,0
9402.868628,2112.579346,0
9495.966337,2061.41333,0
9589.064046,2010.955933,0
9682.161755,1972.650391,0
9775.259465,1969.6427,0
9868.357174,1956.835327,0
9961.454883,1982.453369,0
10054.55259,2013.26355,0
10147.6503,2044.785767,0
10240.74801,2085.698486,0
10333.84572,2137.804443,0
10426.94343,2184.103271,0
10520.04114,2196.754395,0
10613.13885,2172.202148,0
10706.23656,2126.520752,0
10799.33427,2073.869385,0
10892.43197,1985.727539,0
10985.52968,1946.546631,0
11078.62739,1953.799805,0
11171.7251,1989.123901,0
11264.82281,2028.487061,0
11357.92052,2080.028809,0
11451.01823,2140.049316,0
11544.11594,2167.614014,0
11637.21365,2185.525879,0
11730.31136,2142.834961,0
11823.40907,2071.752686,0
11916.50678,2026.584106,0
12009.60449,2002.400635,0
12102.70219,2023.269287,0
12195.7999,2047.234009,0
12288.89761,2056.174316,0
12381.99532,2079.320557,0
12475.09303,2100.067871,0
12568.19074,2119.115967,0
12661.28845,2125.633545,0
12754.38616,2110.035889,0
12847.48387,2096.303711,0
12940.58158,2102.023438,0
13033.67929,2122.869629,0
13126.777,2085.604248,0
13219.8747,2060.165771,0
13312.97241,2091.132568,0
13406.07012,2129.824951,0
13499.16783,2117.918213,0
13592.26554,2038.225464,0
13685.36325,1975.113525,0
13778.46096,1929.862183,0
13871.55867,1887.016602,0
13964.65638,1871.193726,0
14057.75409,1854.299072,0
14150.8518,1813.301636,0
14243.94951,1773.579712,0
14337.04721,1712.812256,0
14430.14492,1647.868408,0
14523.24263,1616.404541,0
14616.34034,1565.860107,0
14709.43805,1534.13562,0
14802.53576,1519.487915,0
14895.63347,1523.23584,0
14988.73118,1535.811646,0
15081.82889,1562.359253,0
15174.9266,1585.217651,0
15268.02431,1612.973022,0
15361.12202,1649.831299,0
15454.21972,1706.579224,0
15547.31743,1766.759766,0
15640.41514,1819.157959,0
15733.51285,1868.897339,0
15826.61056,1910.5448,0
15919.70827,1946.983276,0
16012.80598,1975.112549,0
16105.90369,2006.968506,0
16199.0014,2027.812866,0
16292.09911,2060.604004,0
16385.19682,2110.487061,0
16478.29453,2169.673584,0
16571.39224,2229.887939,0
16664.48994,2292.513916,0
16757.58765,2354.652344,0
16850.68536,2374.125977,0
16943.78307,2338.527832,0
17036.88078,2267.349854,0
17129.97849,2181.395264,0
17223.0762,2110.218262,0
17316.17391,2057.536377,0
17409.27162,1990.19519,0
17502.36933,1943.438477,0
17595.46704,1899.745605,0
17688.56475,1844.431641,0
17781.66245,1800.464722,0
17874.76016,1757.362915,0
17967.85787,1718.318848,0
18060.95558,1671.7229,0
18154.05329,1621.787476,0
18247.151,1578.49707,1
18340.24871,1548.906494,0
18433.34642,1523.147095,0
18526.44413,1488.168823,0
